"date","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","price"
3,3,1.75,1490,10125,1,0,0,4,7,1490,0,1962,0,98001,47.3075,-122.284,2488,4981,184000
3,3,2.25,2010,6000,1,0,0,3,8,1330,680,1975,0,98052,47.6912,-122.115,2080,8260,570000
3,3,1.75,1330,7500,1,0,0,3,8,1330,0,1961,0,98004,47.6074,-122.195,1690,7800,787000
3,4,2.5,2370,6500,2,0,0,3,9,2370,0,1998,0,98092,47.3328,-122.173,2590,6137,328000
3,5,2,1840,9240,1,0,0,4,7,1540,300,1942,1958,98133,47.7308,-122.34,1200,5250,435000
3,4,2.5,2910,6479,2,0,0,3,7,2910,0,2006,0,98065,47.5402,-121.887,2320,5178,499000
3,4,1,2070,7519,1,0,0,3,7,1160,910,1963,0,98008,47.632,-122.119,1730,7519,501000
3,4,2.5,2800,5900,1,0,0,3,8,1660,1140,1963,0,98115,47.6809,-122.286,2580,5900,665000
3,4,2.5,4340,141570,2.5,0,0,3,11,4340,0,1992,0,98053,47.6805,-122.048,2720,97138,1090000
3,2,1,840,5510,1,0,0,3,7,840,0,1955,0,98136,47.5247,-122.391,1630,5510,400000
3,4,1.5,1240,9600,1,0,0,3,7,1240,0,1971,0,98023,47.3206,-122.397,1240,9592,220000
3,4,1,1390,4240,1,0,0,3,7,1050,340,1924,0,98103,47.6596,-122.338,1810,4240,657100
3,4,2.75,2310,5000,2,0,0,3,7,2310,0,2006,0,98038,47.3614,-122.035,1980,5000,309950
3,3,2,1050,10072,1,0,0,3,7,1050,0,1986,0,98019,47.7341,-121.976,1130,10087,300000
3,5,1.75,2550,71874,1,0,0,5,7,1810,740,1960,0,98027,47.4845,-122.08,2170,51400,525888
3,4,1.75,2010,3600,1.5,0,0,3,7,2010,0,1902,0,98119,47.6337,-122.371,2010,3600,740000
3,5,1,1120,9022,1.5,0,0,4,7,1120,0,1962,0,98034,47.7296,-122.24,1310,7500,340000
3,4,2.75,2600,5390,1,0,0,4,8,1300,1300,1960,0,98199,47.6382,-122.397,2550,5600,855000
3,3,2.5,2230,4000,2,0,0,3,7,2230,0,1954,0,98144,47.5801,-122.306,1310,4000,398750
3,2,1,810,7158,1,0,0,5,6,810,0,1944,0,98168,47.4882,-122.325,1090,7158,206000
3,5,2.75,3190,16920,1,0,3,3,9,1690,1500,1976,0,98006,47.5641,-122.16,3100,13100,1030000
3,3,1.75,1670,39639,1,0,0,4,8,1670,0,1976,1992,98075,47.5929,-121.989,2330,30492,600000
3,4,1.75,1970,9389,1,0,0,5,7,1140,830,1960,0,98133,47.7771,-122.339,1820,8135,379950
3,3,1,1450,6000,1,0,0,4,7,1450,0,1953,0,98118,47.5238,-122.287,1170,6464,287000
3,7,8,13540,307752,3,0,4,3,12,9410,4130,1999,0,98053,47.6675,-121.986,4850,217800,2280000
3,3,2.5,1880,7838,2,0,0,3,7,1880,0,1994,0,98055,47.4439,-122.19,1810,7915,309950
3,3,1.75,1880,6360,1,0,0,4,7,1040,840,1945,0,98115,47.6878,-122.286,1770,6175,600000
3,3,2,1410,6030,1.5,0,0,4,7,1410,0,1930,0,98103,47.6994,-122.347,1410,6300,418000
3,4,2,1480,3844,1.5,0,0,5,7,1480,0,1928,0,98133,47.7042,-122.352,1480,3844,449250
3,2,1,1140,5250,1.5,0,0,4,6,1140,0,1949,0,98133,47.731,-122.341,1450,5250,329950
3,3,1.75,1920,9306,1,0,0,3,7,1000,920,1984,0,98001,47.3319,-122.267,1860,8458,245000
3,4,2.5,2910,6338,2,0,0,3,8,2910,0,2008,0,98059,47.4804,-122.126,2500,5877,549000
3,3,2.5,3240,7857,2,0,0,3,10,3240,0,1994,0,98075,47.5857,-122.038,2970,7857,800000
3,3,2,1550,15040,1,0,0,4,6,1550,0,1958,0,98059,47.4873,-122.099,1510,41416,249950
3,5,2,2050,10200,1,0,0,3,6,1430,620,1956,0,98198,47.4136,-122.333,1940,8625,210000
3,6,2.75,3200,9200,1,0,2,4,8,1600,1600,1953,0,98146,47.492,-122.364,2220,9500,497300
3,2,2.5,2220,4000,2,0,0,3,9,2220,0,2000,0,98112,47.6364,-122.28,1870,4000,1430000
3,2,1,1770,8640,1.5,0,0,3,6,1520,250,1949,0,98117,47.6926,-122.363,1060,4804,585000
3,4,1.75,2300,11700,1,0,0,4,9,1960,340,1977,0,98052,47.6331,-122.094,2840,12000,615000
3,3,2,1800,5000,1,0,0,4,7,1080,720,1942,0,98115,47.6738,-122.297,1800,5000,618500
3,4,1.75,2010,9211,1,0,0,3,7,1470,540,1977,0,98034,47.7206,-122.171,1840,8500,487585
3,3,2.5,1790,2700,2,0,0,3,8,1790,0,2010,0,98027,47.564,-122.093,1890,3078,509900
3,4,2.5,2440,6651,2,0,0,3,9,2440,0,2014,0,98117,47.6971,-122.371,1350,7653,631625
3,3,2.5,1940,3211,2,0,0,3,8,1940,0,2009,0,98027,47.5644,-122.093,1880,3078,555000
3,2,1.5,1160,1438,2,0,0,3,7,1160,0,2001,0,98144,47.5917,-122.295,1220,1740,340000
3,4,2.5,3400,9692,2,0,0,3,9,3400,0,2007,0,98052,47.708,-122.109,3070,7375,830000
3,4,4.25,4420,5750,2,0,0,3,10,3410,1010,2006,0,98027,47.5404,-122.073,4420,5750,890000
3,3,3,1571,2017,3,0,0,3,8,1571,0,2008,0,98125,47.7338,-122.309,1520,1497,366750
3,3,2.25,1620,998,2.5,0,0,3,8,1540,80,2010,0,98027,47.5401,-122.027,1620,1299,415000
3,3,2.5,1408,989,3,0,0,3,8,1408,0,2005,0,98115,47.6856,-122.315,1408,1342,416286
3,3,2.5,3040,4535,2,0,0,3,9,3040,0,2007,0,98056,47.51,-122.185,2670,4666,478000
3,5,3.5,4490,6000,2,0,0,3,10,3200,1290,2006,0,98027,47.5396,-122.073,4530,6000,890000
3,2,2.5,1590,1426,2,0,0,3,8,1590,0,2014,0,98029,47.5441,-122.013,1590,1426,419190
3,4,2.5,2450,4247,2,0,0,3,8,2450,0,2013,0,98052,47.7048,-122.113,2970,4685,712198
4,4,2,1440,7680,1,0,0,3,7,1200,240,1971,0,98034,47.7245,-122.2,1460,9660,397000
4,2,2,1100,3000,1.5,0,0,3,7,1100,0,1912,2005,98117,47.6797,-122.362,1390,4000,450000
4,3,1,1350,7740,1,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740,353000
4,4,2.5,2150,37981,2,0,0,3,9,2150,0,1985,0,98052,47.7227,-122.098,2450,37981,609000
4,3,1.75,1490,8366,1,0,0,4,7,1010,480,1975,0,98042,47.375,-122.14,1490,7469,234000
4,3,2,2000,7000,2,0,0,3,7,2000,0,1916,1986,98136,47.5452,-122.393,1840,7000,561000
4,2,1,1030,4400,1,0,0,3,7,1030,0,1924,0,98117,47.681,-122.361,1400,4200,469000
4,2,1,720,6687,1,0,0,3,6,720,0,1942,0,98117,47.7001,-122.362,840,6687,329350
4,5,2,2020,5000,1.5,0,0,4,7,2020,0,1938,0,98117,47.6949,-122.37,1510,6600,488000
4,3,1.75,1580,8151,1,0,1,4,7,1100,480,1962,0,98198,47.3672,-122.312,1650,8151,279900
4,4,2.5,2110,13850,2,0,0,3,9,2110,0,1987,0,98027,47.5497,-122.077,2520,10194,606000
4,4,2,1300,7054,1,0,0,3,7,1300,0,1950,2013,98146,47.5071,-122.369,1560,7100,312000
4,3,1.5,1630,7475,1,0,1,3,7,1160,470,1940,0,98115,47.6725,-122.272,2320,7475,650000
4,4,2.75,3370,8103,1,0,3,3,9,1970,1400,1970,2014,98136,47.5232,-122.383,2120,6360,1140000
4,4,2.5,1890,6156,1,0,0,3,7,980,910,1980,0,98106,47.551,-122.356,1590,6954,325000
4,4,2,1520,7983,1,0,0,5,7,1520,0,1967,0,98034,47.7357,-122.193,1520,7783,425000
4,2,1,900,5160,1,0,0,3,6,900,0,1952,0,98106,47.525,-122.356,900,5160,219000
4,3,1,1050,6874,1,0,0,3,6,1050,0,1954,0,98133,47.762,-122.355,1500,8954,250000
4,3,1.75,1260,6500,1,0,0,4,7,1260,0,1966,0,98008,47.6224,-122.116,1500,7700,390000
4,6,3,3470,117612,1.5,0,0,3,7,3470,0,1924,0,98028,47.7663,-122.234,2120,17100,475000
4,4,2.5,2290,12047,2,0,0,4,9,2290,0,1988,0,98006,47.5599,-122.105,3130,15666,736000
4,4,2.25,2810,23400,1,0,1,3,7,1710,1100,1958,0,98198,47.395,-122.311,1860,14900,407000
4,3,2.5,1650,13816,2,0,0,3,7,1650,0,1998,0,98014,47.6553,-121.912,1650,15144,272000
4,3,2.25,1640,14374,1,0,0,4,7,1140,500,1963,0,98148,47.4476,-122.332,2020,10500,362000
4,3,2.5,1850,10109,2,0,0,3,8,1850,0,1991,0,98034,47.7163,-122.229,1780,9660,535000
4,4,2.5,2000,5390,2,0,0,3,7,2000,0,2003,0,98042,47.3732,-122.129,2330,5390,284000
4,3,1.5,1410,9647,1,0,0,3,8,1410,0,1961,0,98177,47.7608,-122.361,2090,9272,367500
4,4,1.75,1500,11600,1,0,0,4,7,1000,500,1955,0,98028,47.7373,-122.241,1740,11600,379900
4,3,2.5,2460,54885,2,0,0,4,8,2460,0,1980,0,98059,47.4996,-122.146,2770,21407,520000
4,3,1,1010,7034,1,0,0,3,7,1010,0,1954,0,98055,47.49,-122.22,1440,10994,175000
4,2,2.25,1230,929,2,0,0,3,8,1020,210,2004,0,98122,47.6191,-122.301,1270,1370,460000
4,4,2.5,2331,3826,2,0,0,3,8,2331,0,2007,0,98058,47.4444,-122.182,2441,3826,345000
4,5,2.5,2240,7770,1,0,0,3,7,1340,900,1978,0,98034,47.7198,-122.171,1820,7770,455000
4,4,3,2450,10117,1,0,0,5,8,1580,870,1967,0,98006,47.5694,-122.132,2530,10125,610000
4,4,3,3100,15480,2,0,0,3,8,2400,700,1996,0,98028,47.7466,-122.241,2000,42500,563000
4,4,2,2060,5000,1,0,0,3,7,1030,1030,1949,2013,98117,47.6992,-122.379,1280,5000,612500
4,3,1.75,1850,7684,1,0,0,3,8,1320,530,1979,0,98023,47.2975,-122.37,1940,7630,218000
4,4,1.75,1840,10720,1,0,0,3,7,960,880,1958,0,98008,47.6074,-122.125,1840,9044,404000
4,4,2,3740,32417,2,0,0,3,9,3740,0,2000,0,98053,47.6728,-122.012,3180,32417,860000
4,3,1.5,1420,8580,1,0,0,3,6,1420,0,1962,0,98023,47.3076,-122.362,1200,8580,136500
4,3,1,1510,6083,1,0,0,4,6,860,650,1940,0,98115,47.6966,-122.324,1510,5712,313950
4,3,1.75,2130,6500,1,0,2,3,8,1170,960,1954,0,98199,47.6424,-122.386,2020,5000,575000
4,4,2.25,3490,6906,2,0,0,4,10,2280,1210,1928,0,98199,47.6424,-122.407,2540,6223,1230000
4,3,1.75,1630,11800,1,0,0,4,7,1630,0,1971,0,98045,47.4863,-121.73,2090,57428,280000
4,3,2.5,1790,7167,2,0,0,3,8,1790,0,1989,0,98074,47.6176,-122.045,1680,7418,515000
4,4,2.5,2000,5684,2,0,0,3,8,2000,0,1996,0,98028,47.7443,-122.22,2210,7066,513000
4,4,2.25,2260,29930,2,0,0,4,8,1400,860,1977,0,98006,47.5689,-122.126,2770,29930,599000
4,4,2.5,3030,7864,2,0,0,3,9,3030,0,1999,0,98074,47.6075,-122.017,2790,7034,685000
4,3,1.5,1310,8160,1,0,0,3,7,1310,0,1950,0,98133,47.7291,-122.339,1090,7560,365000
4,3,1.5,1430,8000,1,0,0,4,7,1430,0,1956,0,98007,47.5874,-122.136,1450,8000,518000
4,4,2.5,3880,14550,2,0,0,3,10,3880,0,1987,0,98074,47.6378,-122.04,3240,14045,762300
4,4,3.25,3760,10920,1.5,0,0,5,9,2400,1360,1950,0,98105,47.6687,-122.264,3430,11050,1580000
4,5,2.25,3040,8111,2,0,0,3,8,3040,0,1984,0,98052,47.7157,-122.103,2020,8304,562000
4,5,2.5,2910,9636,1,0,0,4,7,1690,1220,1964,0,98008,47.5803,-122.119,2830,10385,530000
4,5,3.5,3480,36615,2,0,0,4,8,2490,990,1983,0,98075,47.5741,-122.05,2540,35910,650000
4,3,2.5,2970,11985,1,0,0,3,9,1770,1200,1995,0,98074,47.6359,-122.052,2990,12049,525000
4,2,1.75,1660,6000,1,0,0,3,7,1160,500,1942,0,98105,47.6624,-122.291,1660,4000,484000
4,4,2.5,3200,12369,2,0,0,3,10,3200,0,1998,0,98059,47.5273,-122.143,3770,12960,725126
4,4,2,2680,18768,1,0,0,5,8,2680,0,1965,0,98001,47.3182,-122.279,1230,15750,360000
4,2,1,780,16344,1,0,0,1,5,780,0,1942,0,98168,47.4739,-122.28,1700,10387,78000
4,3,1,1230,9568,1,0,0,5,7,1230,0,1962,0,98056,47.539,-122.179,1270,9575,387000
4,4,2.5,2740,45732,2,0,0,3,8,2740,0,1995,0,98077,47.74,-122.048,2080,43560,483500
4,3,3.5,3020,4082,2,0,0,3,9,2080,940,1954,2004,98199,47.651,-122.409,2060,5102,910000
4,3,2.25,1970,11088,1,0,0,4,8,1180,790,1967,0,98155,47.7651,-122.277,1970,10470,465000
4,4,3.5,3380,8330,2,0,0,3,8,3380,0,2000,0,98177,47.7741,-122.379,2220,8330,655500
4,3,1,1110,6250,1,0,0,3,7,1110,0,1956,0,98115,47.6977,-122.292,2010,6944,345000
4,5,2.75,1800,3780,1.5,0,0,3,7,1400,400,1926,0,98103,47.6831,-122.343,1400,3780,533000
4,3,1.75,1900,5520,1,0,0,3,7,1280,620,1982,0,98118,47.5549,-122.292,1330,5196,385000
4,2,1,930,36478,1,0,2,3,6,930,0,1951,0,98006,47.5699,-122.164,2800,11141,675000
4,3,1.75,1690,7735,1,0,0,4,7,1060,630,1976,0,98001,47.3324,-122.28,1580,7503,197000
4,3,2,1420,4080,1.5,0,0,3,7,1420,0,1905,2013,98103,47.6872,-122.349,1420,4590,485000
4,5,4,4510,15175,2,0,0,3,10,4510,0,1969,2002,98040,47.5309,-122.228,3510,13500,1870000
4,3,2.25,1980,8000,1,0,0,4,9,1560,420,1974,0,98023,47.3149,-122.378,2360,8000,295000
4,2,1.75,1170,2400,1,0,0,4,7,740,430,1903,0,98103,47.6653,-122.333,1570,3919,499000
4,3,2.5,2200,1970,2,0,0,3,9,1610,590,2008,0,98102,47.6426,-122.327,1890,3505,1050000
4,3,1.5,800,8850,1,0,0,4,6,800,0,1959,0,98023,47.3266,-122.348,820,8775,191000
4,3,2.5,1480,1171,3,0,0,3,8,1480,0,2006,0,98112,47.62,-122.3,1480,1231,500000
4,5,3.75,2890,5000,1,0,0,3,7,1310,1580,2006,0,98108,47.5701,-122.296,1930,5117,390000
4,3,2.5,2690,4047,3,0,0,3,10,2690,0,2014,0,98117,47.6797,-122.385,2040,5000,979000
4,4,3.25,3569,8327,2,0,0,3,10,3569,0,2013,0,98055,47.4595,-122.208,2550,5251,580000
4,3,2,1270,1320,3,0,0,3,8,1270,0,2006,0,98103,47.6937,-122.342,1370,1320,369950
4,5,5,4490,10279,2,0,0,3,10,3930,560,2013,0,98004,47.5974,-122.202,2490,10279,1800000
4,4,2.5,3040,6425,2,0,0,3,8,3040,0,2008,0,98052,47.6788,-122.117,3040,7800,776000
5,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,519950
5,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,255000
5,3,1,990,6000,1,0,0,3,6,990,0,1943,0,98105,47.6718,-122.267,1250,6000,495000
5,4,2.5,2430,5203,2,0,0,3,8,2430,0,2003,0,98155,47.7402,-122.317,2260,7474,510000
5,4,4,4460,103382,2,0,0,3,11,4460,0,2001,0,98053,47.634,-121.997,3470,88519,1150000
